Date,Close,Lag_1,Lag_2,Lag_3,SMA_7
2024-11-02,77.12,76.62,75.25,76.19,76.96000000000001
2024-11-05,77.38,77.12,76.62,75.25,76.60142857142857
2024-11-06,78.32,77.38,77.12,76.62,76.9042857142857
2024-11-07,79.1,78.32,77.38,77.12,77.14
2024-11-08,80.2,79.1,78.32,77.38,77.71285714285715
2024-11-11,81.58,80.2,79.1,78.32,78.61714285714285
2024-11-12,80.68,81.58,80.2,79.1,79.19714285714285
2024-11-13,79.41,80.68,81.58,80.2,79.52428571428571
2024-11-14,79.19,79.41,80.68,81.58,79.78285714285714
2024-11-15,80.59,79.19,79.41,80.68,80.10714285714286
2024-11-18,78.95,80.59,79.19,79.41,80.08571428571429
2024-11-19,77.06,78.95,80.59,79.19,79.63714285714286
2024-11-20,75.64,77.06,78.95,80.59,78.78857142857143
2024-11-21,76.3,75.64,77.06,78.95,78.16285714285713
2024-11-22,74.05,76.3,75.64,77.06,77.39714285714285
2024-11-25,70.11,74.05,76.3,75.64,76.10000000000001
2024-11-26,68.23,70.11,74.05,76.3,74.33428571428571
2024-11-27,70.02,68.23,70.11,74.05,73.05857142857143
2024-11-28,69.28,70.02,68.23,70.11,71.94714285714285
2024-11-29,69.5,69.28,70.02,68.23,71.07000000000001
2024-12-02,69.27,69.5,69.28,70.02,70.06571428571428
2024-12-03,67.28,69.27,69.5,69.28,69.09857142857143
2024-12-04,65.38,67.28,69.27,69.5,68.42285714285715
2024-12-05,66.95,65.38,67.28,69.27,68.24
2024-12-06,67.52,66.95,65.38,67.28,67.88285714285713
2024-12-09,68.1,67.52,66.95,65.38,67.71428571428571
